MAZE, WALLS,NODES EXPANDED, RUN TIME
321,10,10266,8345780
322,10,10305,8358340
323,10,10343,8373460
324,10,10382,8388720
325,10,10420,8416120
326,10,10458,8427720
327,10,10497,8446460
328,10,10536,8458460
329,10,10575,8474240
330,10,10614,8485660
331,10,10653,8507860
332,10,10691,8523860
333,10,10730,8551340
334,10,10769,8563400
335,10,10808,8575320
336,10,10846,8586500
337,10,10885,8601780
338,10,10924,8634420
339,10,10961,8646000
340,10,11000,8657500
341,10,11039,8671060
342,10,11077,8682300
343,10,11116,8693520
344,10,11154,8704420
345,10,11193,8737520
346,10,11232,8749700
347,10,11271,8763120
348,10,11311,8775940
349,10,11350,8809820
350,10,11389,8821820
351,10,11428,8840920
352,10,11467,8855060
353,10,11507,8866820
354,10,11546,8880420
355,10,11586,8891640
356,10,11625,8902660
357,10,11664,8914020
358,10,11704,8925220
359,10,11743,8939700
360,10,11783,8950540
361,10,11822,8961600
362,10,11861,8972960
363,10,11901,8984200
364,10,11940,8995060
365,10,11978,9006820
366,10,12018,9017540
367,10,12057,9027980
368,10,12096,9038780
369,10,12136,9049980
370,10,12175,9060780
371,10,12214,9071440
372,10,12254,9082280
373,10,12293,9092680
374,10,12332,9103300
375,10,12371,9114120
376,10,12411,9124420
377,10,12450,9136280
378,10,12490,9146920
379,10,12529,9157340
380,10,12568,9167940
381,10,12607,9180540
382,10,12647,9194800
383,10,12686,9207000
384,10,12726,9219880
385,10,12765,9230240
386,10,12804,9240820
387,10,12844,9251560
388,10,12883,9262400
389,10,12923,9273180
390,10,12962,9283960
391,10,13001,9295160
392,10,13040,9307020
393,10,13080,9320920
394,10,13119,9332580
395,10,13159,9343200
396,10,13198,9353780
397,10,13238,9364800
398,10,13278,9375780
399,10,13318,9386600
400,10,13357,9397320
401,10,13398,9408340
402,10,13438,9419080
403,10,13478,9429800
404,10,13518,9440320
405,10,13558,9450960
406,10,13597,9461180
407,10,13637,9471920
408,10,13676,9482440
409,10,13716,9493120
410,10,13757,9503900
411,10,13796,9514540
412,10,13836,9525180
413,10,13875,9535960
414,10,13915,9546600
415,10,13954,9570840
416,10,13994,9581660
417,10,14034,9592280
418,10,14074,9603120
419,10,14114,9613880
420,10,14154,9624580
421,10,14195,9635540
422,10,14235,9646160
423,10,14275,9657200
424,10,14316,9667960
425,10,14355,9679620
426,10,14395,9690620
427,10,14435,9701440
428,10,14476,9712320
429,10,14516,9723180
430,10,14555,9733680
431,10,14596,9754360
432,10,14636,9768540
433,10,14676,9781220
434,10,14717,9792360
435,10,14757,9803260
436,10,14797,9813940
437,10,14837,9824520
438,10,14877,9835260
439,10,14917,9845820
440,10,14958,9856680
441,10,14998,9867220
442,10,15038,9878020
443,10,15077,9888540
444,10,15117,9901420
445,10,15158,9918020
446,10,15198,9932280
447,10,15238,9944320
448,10,15279,9955080
449,10,15319,9965820
450,10,15360,9977120
451,10,15401,9987940
452,10,15441,9998520
453,10,15481,10009300
454,10,15521,10019960
455,10,15562,10030860
456,10,15602,10041260
457,10,15643,10052480
458,10,15683,10063120
459,10,15723,10074520
460,10,15763,10088000
461,10,15804,10100760
462,10,15844,10111380
463,10,15885,10122420
464,10,15926,10133340
465,10,15966,10147200
466,10,16007,10158220
467,10,16047,10169020
468,10,16088,10179600
469,10,16128,10190560
470,10,16168,10201280
471,10,16209,10211980
472,10,16249,10222480
473,10,16290,10232980
474,10,16330,10243880
475,10,16370,10254500
476,10,16411,10265400
477,10,16451,10275920
478,10,16492,10286520
479,10,16532,10297220
480,10,16573,10307940
481,10,16614,10318560
482,10,16654,10329200
483,10,16695,10340000
484,10,16735,10350700
485,10,16775,10361520
486,10,16816,10372380
487,10,16856,10383080
488,10,16897,10397120
489,10,16937,10407880
490,10,16978,10418500
491,10,17019,10429380
492,10,17059,10442800
493,10,17099,10453620
494,10,17139,10467160
495,10,17180,10480180
496,10,17221,10490860
497,10,17261,10501600
498,10,17302,10512720
499,10,17343,10523400
500,10,17384,10534220
501,10,17424,10544900
502,10,17465,10555620
503,10,17506,10566580
504,10,17546,10578240
505,10,17587,10588900
506,10,17628,10685500
507,10,17669,10698580
508,10,17710,10710120
509,10,17751,10722080
510,10,17791,10733020
511,10,17832,10791420
512,10,17872,10802520
513,10,17913,10813460
514,10,17954,10829180
515,10,17995,10845400
516,10,18036,10859880
517,10,18077,10871840
518,10,18118,10882880
519,10,18158,10894040
520,10,18199,10905380
521,10,18240,10930380
522,10,18281,10941260
523,10,18321,10952280
524,10,18362,10963420
525,10,18403,10974580
526,10,18443,10985980
527,10,18484,10997080
528,10,18525,11008120
529,10,18566,11033600
530,10,18607,11047560
531,10,18648,11060220
532,10,18689,11072660
533,10,18729,11085100
534,10,18770,11095660
535,10,18811,11106240
536,10,18853,11116960
537,10,18894,11132600
538,10,18934,11143380
539,10,18975,11153940
540,10,19016,11165260
541,10,19057,11179680
542,10,19098,11191240
543,10,19139,11202000
544,10,19180,11212580
545,10,19221,11223280
546,10,19262,11233920
547,10,19303,11244600
548,10,19344,11255200
549,10,19385,11266140
550,10,19427,11276800
551,10,19467,11287160
552,10,19508,11297800
553,10,19549,11308340
554,10,19590,11319200
555,10,19631,11331200
556,10,19672,11341960
557,10,19713,11352720
558,10,19754,11363480
559,10,19795,11374260
560,10,19836,11384900
561,10,19877,11395940
562,10,19918,11406500
563,10,19959,11417380
564,10,20000,11428620
565,10,20041,11439300
566,10,20083,11450340
567,10,20124,11474340
568,10,20165,11484920
569,10,20206,11495500
570,10,20247,11506120
571,10,20288,11516900
572,10,20329,11527480
573,10,20370,11538580
574,10,20411,11564760
575,10,20453,11576760
576,10,20494,11587740
577,10,20535,11599280
578,10,20577,11610460
579,10,20618,11621560
580,10,20658,11632640
581,10,20700,11643680
582,10,20741,11654580
583,10,20782,11684220
584,10,20823,11695380
585,10,20864,11706440
586,10,20905,11717380
587,10,20946,11728880
588,10,20988,11740100
589,10,21029,11795880
590,10,21070,11807440
591,10,21111,11818380
592,10,21152,11829100
593,10,21193,11839840
594,10,21234,11851000
595,10,21275,11863460
596,10,21317,11874520
597,10,21357,11885260
598,10,21399,11895860
599,10,21440,11907540
600,10,21481,11918140
601,10,21523,11928900
602,10,21563,11939740
603,10,21605,11950540
604,10,21645,11975700
605,10,21687,11986300
606,10,21728,11999560
607,10,21770,12010140
608,10,21811,12020740
609,10,21852,12031480
610,10,21894,12042140
611,10,21934,12052820
612,10,21976,12063700
613,10,22017,12074260
614,10,22058,12087380
615,10,22100,12101040
616,10,22141,12111900
617,10,22182,12122500
618,10,22223,12133160
619,10,22265,12143840
620,10,22306,12154720
621,10,22348,12165780
622,10,22389,12177260
623,10,22430,12189100
624,10,22472,12203980
625,10,22513,12215600
626,10,22555,12226220
627,10,22596,12237080
628,10,22637,12247760
629,10,22679,12258300
630,10,22720,12269000
631,10,22761,12279620
632,10,22802,12290300
633,10,22844,12300980
634,10,22885,12311760
635,10,22926,12322820
636,10,22968,12334760
637,10,23009,12346720
638,10,23050,12369040
639,10,23092,12379940
640,10,23133,12403000
641,10,23174,12414320
642,10,23216,12425320
643,10,23257,12436560
644,10,23298,12447340
645,10,23339,12458460
646,10,23381,12469880
647,10,23422,12480800
648,10,23463,12492560
649,10,23505,12503640
650,10,23546,12514360
651,10,23587,12525380
652,10,23629,12536280
653,10,23670,12547520
654,10,23711,12558560
655,10,23752,12569660
656,10,23794,12581420
657,10,23835,12596200
658,10,23876,12606760
659,10,23918,12617800
660,10,23959,12628680
661,10,24000,12639160
662,10,24042,12649800
663,10,24083,12660420
664,10,24124,12670940
665,10,24166,12681680
666,10,24207,12692300
667,10,24248,12702960
668,10,24290,12713500
669,10,24331,12723960
670,10,24373,12734600
671,10,24415,12745160
672,10,24456,12755900
673,10,24497,12766640
674,10,24538,12777180
675,10,24580,12787760
676,10,24622,12798600
677,10,24663,12809160
678,10,24704,12820740
679,10,24746,12840540
680,10,24787,12851300
681,10,24829,12861840
682,10,24871,12872740
683,10,24912,12884800
684,10,24954,12895720
685,10,24995,12906340
686,10,25037,12916780
687,10,25078,12927200
688,10,25120,12937700
689,10,25161,12952620
690,10,25203,12964420
691,10,25244,12975040
692,10,25286,12985820
693,10,25327,12996720
694,10,25369,13030260
695,10,25410,13041440
696,10,25452,13053540
697,10,25494,13067600
698,10,25535,13078400
699,10,25577,13101360
700,10,25618,13112820
701,10,25659,13123400
702,10,25701,13134180
703,10,25742,13145280
704,10,25784,13156440
705,10,25825,13167640
706,10,25866,13178780
707,10,25908,13190460
708,10,25950,13205160
709,10,25991,13215800
710,10,26033,13226700
711,10,26075,13239400
712,10,26116,13250000
713,10,26158,13260620
714,10,26200,13271780
715,10,26241,13283340
716,10,26283,13295980
717,10,26324,13306920
718,10,26366,13318960
719,10,26407,13332440
720,10,26448,13343280
721,10,26490,13353960
722,10,26531,13366840
723,10,26573,13380880
724,10,26615,13392160
725,10,26656,13402720
726,10,26698,13413320
727,10,26739,13424100
728,10,26781,13434860
729,10,26823,13449040
730,10,26864,13460240
731,10,26906,13470760
732,10,26947,13481220
733,10,26989,13492180
734,10,27031,13502760
735,10,27072,13513520
736,10,27114,13524060
737,10,27156,13534560
738,10,27197,13545180
739,10,27238,13555740
740,10,27280,13566320
741,10,27322,13577160
742,10,27363,13591040
743,10,27405,13602180
744,10,27446,13613220
745,10,27487,13626660
746,10,27529,13637820
747,10,27570,13649140
748,10,27612,13692060
749,10,27653,13703980
750,10,27695,13719820
751,10,27737,13730640
752,10,27778,13741580
753,10,27820,13752760
754,10,27861,13786560
755,10,27903,13804840
756,10,27944,13815640
757,10,27986,13826500
758,10,28027,13837160
759,10,28069,13847800
760,10,28111,13858420
761,10,28152,13869000
762,10,28194,13882160
763,10,28236,13892960
764,10,28277,13903800
765,10,28319,13914420
766,10,28360,13925120
767,10,28402,13936760
768,10,28444,13949260
769,10,28485,13960120
770,10,28527,13972740
771,10,28568,13983200
772,10,28610,13994140
773,10,28652,14004860
774,10,28693,14015620
775,10,28735,14026260
776,10,28777,14037060
777,10,28818,14048700
778,10,28860,14060740
779,10,28902,14071920
780,10,28943,14082720
781,10,28985,14093400
782,10,29027,14104040
783,10,29068,14114600
784,10,29110,14125160
785,10,29151,14135800
786,10,29193,14146300
787,10,29235,14158960
788,10,29276,14171580
789,10,29318,14182600
790,10,29360,14196780
791,10,29401,14210960
792,10,29443,14221940
793,10,29485,14255620
794,10,29526,14279400
795,10,29568,14290460
796,10,29610,14302860
797,10,29652,14325240
798,10,29693,14336420
799,10,29735,14347760
800,10,29777,14366500
801,10,29818,14377500
802,10,29860,14391000
803,10,29902,14402100
804,10,29943,14412940
805,10,29985,14423800
806,10,30027,14434940
807,10,30069,14446520
808,10,30110,14457160
809,10,30152,14467760
810,10,30194,14478320
811,10,30235,14488940
812,10,30277,14499520
813,10,30318,14511940
814,10,30360,14526140
815,10,30402,14537860
816,10,30444,14548800
817,10,30485,14559260
818,10,30527,14569880
819,10,30568,14582260
820,10,30610,14592780
821,10,30651,14606340
822,10,30693,14616820
823,10,30734,14627220
824,10,30776,14639240
825,10,30818,14651940
826,10,30860,14662640
827,10,30901,14673060
828,10,30943,14684240
829,10,30985,14705520
830,10,31026,14716180
831,10,31068,14726740
832,10,31110,14737400
833,10,31151,14747960
834,10,31193,14760480
835,10,31235,14771140
836,10,31277,14781740
837,10,31318,14792600
838,10,31360,14803880
839,10,31402,14817060
840,10,31443,14828180
841,10,31485,14839240
842,10,31527,14850220
843,10,31568,14861460
844,10,31610,14872720
845,10,31652,14931660
846,10,31693,14946620
847,10,31735,14957820
848,10,31777,14970720
849,10,31818,14983360
850,10,31860,14994340
851,10,31902,15005200
852,10,31944,15020720
853,10,31986,15031240
854,10,32027,15042060
855,10,32069,15054140
856,10,32111,15064680
857,10,32153,15075460
858,10,32194,15086200
859,10,32236,15096740
860,10,32278,15108040
861,10,32319,15122020
862,10,32361,15132820
863,10,32403,15143360
864,10,32445,15153960
865,10,32486,15164700
866,10,32528,15188440
867,10,32569,15198960
868,10,32611,15209540
869,10,32653,15223260
870,10,32695,15234140
871,10,32736,15244640
872,10,32778,15255200
873,10,32820,15265580
874,10,32862,15276660
875,10,32903,15287660
876,10,32945,15298000
877,10,32987,15310400
878,10,33029,15322080
879,10,33070,15333540
880,10,33112,15344020
881,10,33154,15357340
882,10,33195,15368600
883,10,33237,15379580
884,10,33279,15391800
885,10,33320,15404380
886,10,33362,15415420
887,10,33404,15454200
888,10,33446,15471780
889,10,33487,15482700
890,10,33529,15493800
891,10,33571,15505200
892,10,33612,15516200
893,10,33654,15527420
894,10,33696,15538800
895,10,33738,15550380
896,10,33779,15561760
897,10,33821,15572380
898,10,33863,15583080
899,10,33904,15594200
900,10,33946,15605640
901,10,33988,15616660
902,10,34030,15628020
903,10,34071,15666240
904,10,34113,15676760
905,10,34155,15690200
906,10,34197,15700680
907,10,34238,15711540
908,10,34280,15721880
909,10,34322,15732460
910,10,34364,15742860
911,10,34405,15753440
912,10,34447,15763820
913,10,34489,15777420
914,10,34530,15790900
915,10,34572,15801880
916,10,34613,15812300
917,10,34655,15823180
918,10,34697,15833540
919,10,34739,15843960
920,10,34780,15855900
921,10,34822,15867780
922,10,34864,15878120
923,10,34906,15888760
924,10,34947,15899360
925,10,34989,15909860
926,10,35031,15920320
927,10,35073,15930760
928,10,35115,15941220
929,10,35156,15952100
930,10,35198,15963540
931,10,35240,15975360
932,10,35281,15985980
933,10,35323,15998580
934,10,35365,16033100
935,10,35407,16043940
936,10,35448,16055280
937,10,35490,16066500
938,10,35532,16077640
939,10,35574,16088840
940,10,35615,16142500
941,10,35657,16153700
942,10,35699,16164640
943,10,35741,16184460
944,10,35782,16195460
945,10,35824,16214580
946,10,35866,16225160
947,10,35907,16235620
948,10,35949,16246200
949,10,35991,16256740
950,10,36033,16267300
951,10,36074,16281140
952,10,36116,16293660
953,10,36158,16304160
954,10,36199,16315120
955,10,36241,16327060
956,10,36283,16337680
957,10,36325,16348160
958,10,36367,16360460
959,10,36408,16371400
960,10,36450,16382620
961,10,36492,16396600
962,10,36533,16408240
963,10,36575,16419960
964,10,36617,16430440
965,10,36659,16440940
966,10,36701,16451220
967,10,36742,16461780
968,10,36784,16472220
969,10,36826,16482860
970,10,36867,16494060
971,10,36909,16505220
972,10,36951,16526920
973,10,36993,16546300
974,10,37034,16557080
975,10,37076,16568240
976,10,37118,16588120
977,10,37160,16611940
978,10,37202,16623060
979,10,37243,16634120
980,10,37285,16645940
981,10,37327,16657360
982,10,37369,16668300
983,10,37410,16682720
984,10,37452,16693520
985,10,37494,16704760
986,10,37536,16716100
987,10,37577,16726960
988,10,37619,16737580
989,10,37661,16748200
990,10,37703,16759100
991,10,37745,16769540
992,10,37786,16779980
993,10,37828,16790480
994,10,37870,16800860
995,10,37912,16812520
996,10,37953,16823500
997,10,37995,16834100
998,10,38037,16844640
999,10,38079,16856700
1000,10,38120,16870140
