MAZE, WALLS, NODES EXPANDED, RUN TIME
327,10,13091,11841880
328,10,13141,11857080
329,10,13191,11876060
330,10,13242,11891780
331,10,13291,11906640
332,10,13341,11921900
333,10,13392,11936940
334,10,13443,11952480
335,10,13492,11967800
336,10,13543,11982940
337,10,13592,11997840
338,10,13644,12013160
339,10,13694,12030340
340,10,13745,12045800
341,10,13794,12064540
342,10,13845,12084220
343,10,13895,12099800
344,10,13945,12116140
345,10,13995,12131520
346,10,14045,12146820
347,10,14095,12162400
348,10,14147,12177880
349,10,14199,12193500
350,10,14250,12220080
351,10,14300,12235140
352,10,14352,12250840
353,10,14403,12266260
354,10,14455,12281820
355,10,14507,12298780
356,10,14556,12318580
357,10,14606,12333740
358,10,14657,12348760
359,10,14709,12364120
360,10,14760,12379540
361,10,14811,12398340
362,10,14864,12414000
363,10,14914,12429860
364,10,14963,12444980
365,10,15015,12460740
366,10,15068,12476160
367,10,15119,12491280
368,10,15171,12507720
369,10,15224,12523440
370,10,15273,12538560
371,10,15325,12554540
372,10,15376,12570040
373,10,15427,12588560
374,10,15480,12609880
375,10,15530,12627060
376,10,15579,12642300
377,10,15631,12657780
378,10,15681,12673840
379,10,15733,12689460
380,10,15784,12705220
381,10,15833,12720200
382,10,15884,12749440
383,10,15934,12764900
384,10,15987,12780560
385,10,16038,12795640
386,10,16092,12811120
387,10,16144,12830160
388,10,16196,12850120
389,10,16247,12867000
390,10,16299,12882700
391,10,16352,12898640
392,10,16403,12914140
393,10,16454,12929560
394,10,16506,12945440
395,10,16557,12962360
396,10,16609,12978300
397,10,16661,12993920
398,10,16713,13012720
399,10,16765,13033240
400,10,16817,13050820
401,10,16869,13066340
402,10,16923,13081860
403,10,16976,13097240
404,10,17026,13111980
405,10,17079,13127900
406,10,17130,13143380
407,10,17183,13159420
408,10,17236,13174580
409,10,17289,13192100
410,10,17343,13207560
411,10,17397,13234160
412,10,17450,13257240
413,10,17502,13274760
414,10,17554,13290300
415,10,17606,13305760
416,10,17657,13321340
417,10,17709,13340740
418,10,17763,13356580
419,10,17815,13372060
420,10,17866,13387560
421,10,17919,13403280
422,10,17971,13420360
423,10,18025,13439980
424,10,18075,13457300
425,10,18127,13473040
426,10,18180,13493360
427,10,18232,13508780
428,10,18283,13527560
429,10,18336,13544740
430,10,18389,13560300
431,10,18440,13575620
432,10,18492,13591200
433,10,18546,13606640
434,10,18600,13621960
435,10,18652,13637540
436,10,18706,13653140
437,10,18758,13668560
438,10,18811,13684180
439,10,18864,13699740
440,10,18916,13715020
441,10,18969,13730460
442,10,19022,13746000
443,10,19076,13761920
444,10,19130,13777340
445,10,19184,13792660
446,10,19237,13808160
447,10,19291,13823780
448,10,19343,13839440
449,10,19395,13854780
450,10,19450,13870500
451,10,19502,13904180
452,10,19556,13920060
453,10,19609,13936300
454,10,19663,13952240
455,10,19715,13967620
456,10,19769,13983360
457,10,19822,13998640
458,10,19875,14014340
459,10,19928,14034840
460,10,19981,14051820
461,10,20036,14066880
462,10,20090,14084600
463,10,20142,14100380
464,10,20194,14115700
465,10,20248,14133660
466,10,20301,14153060
467,10,20354,14169120
468,10,20406,14251400
469,10,20461,14283820
470,10,20516,14300460
471,10,20571,14316400
472,10,20624,14352400
473,10,20677,14374980
474,10,20729,14391160
475,10,20783,14411760
476,10,20838,14427660
477,10,20891,14446420
478,10,20945,14466000
479,10,21000,14483080
480,10,21054,14502700
481,10,21108,14520220
482,10,21162,14536420
483,10,21216,14552500
484,10,21270,14568020
485,10,21325,14583740
486,10,21378,14599200
487,10,21433,14615100
488,10,21486,14632460
489,10,21539,14647880
490,10,21592,14666860
491,10,21647,14684720
492,10,21700,14700760
493,10,21754,14716440
494,10,21809,14731720
495,10,21863,14747120
496,10,21916,14763980
497,10,21970,14782160
498,10,22024,14799600
499,10,22078,14814860
500,10,22131,14832480
501,10,22184,14847940
502,10,22238,14863700
503,10,22293,14879380
504,10,22349,14894780
505,10,22403,14915860
506,10,22458,14931640
507,10,22512,14947000
508,10,22566,14962440
509,10,22620,14978500
510,10,22673,14993920
511,10,22726,15010960
512,10,22781,15032620
513,10,22835,15048900
514,10,22889,15064480
515,10,22944,15080000
516,10,22999,15095380
517,10,23053,15111220
518,10,23106,15126680
519,10,23158,15141840
520,10,23213,15157000
521,10,23266,15172780
522,10,23321,15188120
523,10,23375,15203440
524,10,23429,15220740
525,10,23482,15239800
526,10,23536,15255280
527,10,23590,15270860
528,10,23645,15286360
529,10,23700,15301960
530,10,23753,15317600
531,10,23807,15333100
532,10,23860,15359700
533,10,23914,15375640
534,10,23968,15396000
535,10,24024,15412560
536,10,24079,15427720
537,10,24133,15443120
538,10,24189,15458960
539,10,24243,15477760
540,10,24298,15496840
541,10,24353,15512620
542,10,24408,15528900
543,10,24465,15544320
544,10,24519,15559960
545,10,24573,15575080
546,10,24627,15590640
547,10,24683,15606040
548,10,24739,15621420
549,10,24794,15637360
550,10,24850,15653400
551,10,24905,15668840
552,10,24960,15684680
553,10,25015,15700140
554,10,25069,15718540
555,10,25123,15743780
556,10,25178,15760040
557,10,25234,15778820
558,10,25289,15794640
559,10,25345,15812880
560,10,25399,15835000
561,10,25454,15851160
562,10,25511,15893980
563,10,25565,15909700
564,10,25621,15925800
565,10,25676,15950820
566,10,25732,15966700
567,10,25786,15982420
568,10,25842,15998740
569,10,25896,16015020
570,10,25951,16031980
571,10,26007,16048120
572,10,26062,16067280
573,10,26117,16083000
574,10,26172,16099320
575,10,26227,16114880
576,10,26283,16130280
577,10,26338,16146040
578,10,26392,16161240
579,10,26448,16176340
580,10,26504,16191800
581,10,26558,16206960
582,10,26615,16222480
583,10,26669,16237720
584,10,26726,16253100
585,10,26783,16268440
586,10,26838,16283820
587,10,26893,16299120
588,10,26950,16314700
589,10,27005,16329940
590,10,27060,16345360
591,10,27115,16360940
592,10,27170,16388700
593,10,27224,16403960
594,10,27280,16419300
595,10,27336,16435800
596,10,27393,16455260
597,10,27450,16472460
598,10,27506,16487840
599,10,27562,16503220
600,10,27618,16518580
601,10,27674,16533960
602,10,27730,16549200
603,10,27786,16564720
604,10,27842,16580020
605,10,27900,16595240
606,10,27956,16610960
607,10,28012,16626520
608,10,28068,16641860
609,10,28123,16657700
610,10,28177,16673000
611,10,28233,16688280
612,10,28290,16703440
613,10,28348,16718680
614,10,28403,16733940
615,10,28459,16749840
616,10,28514,16765820
617,10,28570,16787260
618,10,28626,16802340
619,10,28683,16817580
620,10,28739,16832700
621,10,28795,16851680
622,10,28852,16867420
623,10,28907,16885420
624,10,28965,16901520
625,10,29020,16916960
626,10,29076,16984100
627,10,29132,17017200
628,10,29189,17043840
629,10,29244,17063840
630,10,29301,17079760
631,10,29357,17097280
632,10,29413,17119200
633,10,29470,17137320
634,10,29526,17156160
635,10,29582,17173040
636,10,29638,17189380
637,10,29695,17204960
638,10,29752,17220760
639,10,29809,17237580
640,10,29865,17256120
641,10,29921,17272160
642,10,29976,17288560
643,10,30032,17304440
644,10,30087,17320800
645,10,30144,17336640
646,10,30200,17352840
647,10,30256,17368160
648,10,30313,17383640
649,10,30369,17399120
650,10,30426,17414280
651,10,30483,17429540
652,10,30540,17444600
653,10,30596,17460080
654,10,30652,17475660
655,10,30707,17490900
656,10,30762,17508780
657,10,30818,17526360
658,10,30874,17545740
659,10,30929,17560840
660,10,30985,17576300
661,10,31043,17592080
662,10,31100,17607420
663,10,31156,17625300
664,10,31213,17643320
665,10,31269,17658820
666,10,31325,17673900
667,10,31382,17689360
668,10,31439,17706600
669,10,31496,17721740
670,10,31552,17740960
671,10,31608,17756140
672,10,31664,17771500
673,10,31720,17787080
674,10,31776,17803560
675,10,31833,17823860
676,10,31890,17850940
677,10,31946,17866880
678,10,32004,17881960
679,10,32061,17897060
680,10,32117,17912520
681,10,32174,17927780
682,10,32231,17942720
683,10,32286,17970120
684,10,32343,17985280
685,10,32400,18001480
686,10,32458,18018220
687,10,32515,18033780
688,10,32572,18048960
689,10,32629,18064580
690,10,32686,18079740
691,10,32744,18094820
692,10,32800,18110120
693,10,32858,18125120
694,10,32916,18140380
695,10,32973,18155400
696,10,33030,18171160
697,10,33086,18186460
698,10,33144,18201520
699,10,33201,18216700
700,10,33259,18231820
701,10,33316,18247820
702,10,33373,18268360
703,10,33430,18283680
704,10,33487,18299020
705,10,33543,18314200
706,10,33601,18330640
707,10,33659,18370320
708,10,33716,18396040
709,10,33773,18414900
710,10,33831,18430540
711,10,33888,18451840
712,10,33945,18470640
713,10,34002,18488140
714,10,34059,18503520
715,10,34116,18531740
716,10,34172,18547700
717,10,34230,18563380
718,10,34288,18580340
719,10,34346,18595780
720,10,34403,18611300
721,10,34460,18638340
722,10,34516,18653540
723,10,34573,18668720
724,10,34631,18683760
725,10,34687,18699020
726,10,34743,18714420
727,10,34800,18734720
728,10,34858,18752780
729,10,34915,18768220
730,10,34971,18783840
731,10,35029,18799100
732,10,35086,18814380
733,10,35143,18829520
734,10,35202,18844680
735,10,35259,18859800
736,10,35316,18874980
737,10,35372,18890260
738,10,35429,18905580
739,10,35486,18920640
740,10,35543,18935840
741,10,35601,19211740
742,10,35658,19265160
743,10,35716,19293200
744,10,35774,19308520
745,10,35832,19323740
746,10,35890,19338700
747,10,35947,19353800
748,10,36004,19369160
749,10,36062,19384080
750,10,36119,19399560
751,10,36177,19419460
752,10,36234,19499700
753,10,36290,19515820
754,10,36348,19532000
755,10,36406,19548240
756,10,36463,19571360
757,10,36520,19587560
758,10,36576,19603020
759,10,36634,19619260
760,10,36692,19635500
761,10,36750,19651020
762,10,36807,19667160
763,10,36865,19682740
764,10,36922,19707840
765,10,36979,19723800
766,10,37037,19739700
767,10,37096,19755340
768,10,37154,19771320
769,10,37212,19800680
770,10,37269,19825060
771,10,37327,19851760
772,10,37385,19870180
773,10,37441,19898680
774,10,37499,19915440
775,10,37556,19930740
776,10,37613,19946000
777,10,37671,19961080
778,10,37728,19976280
779,10,37786,19991340
780,10,37844,20010680
781,10,37901,20030220
782,10,37958,20045700
783,10,38017,20061120
784,10,38075,20076320
785,10,38132,20091600
786,10,38190,20109480
787,10,38249,20124660
788,10,38306,20142160
789,10,38364,20158520
790,10,38422,20173440
791,10,38480,20189200
792,10,38539,20204320
793,10,38597,20219480
794,10,38655,20239040
795,10,38712,20256360
796,10,38771,20271400
797,10,38828,20287220
798,10,38885,20303160
799,10,38943,20318160
800,10,39001,20333220
801,10,39059,20348400
802,10,39117,20363680
803,10,39175,20390580
804,10,39234,20405760
805,10,39292,20421940
806,10,39349,20437780
807,10,39407,20453620
808,10,39467,20468920
809,10,39525,20484900
810,10,39583,20500500
811,10,39641,20515540
812,10,39700,20531920
813,10,39757,20548280
814,10,39816,20563600
815,10,39874,20580760
816,10,39932,20596340
817,10,39989,20612360
818,10,40048,20628560
819,10,40106,20644500
820,10,40164,20659840
821,10,40222,20675700
822,10,40280,20691720
823,10,40338,20707060
824,10,40397,20722000
825,10,40455,20737160
826,10,40513,20752520
827,10,40571,20767660
828,10,40629,20782880
829,10,40686,20797860
830,10,40745,20813160
831,10,40805,20828160
832,10,40863,20844180
833,10,40921,20871340
834,10,40979,20886540
835,10,41037,20901940
836,10,41095,20917260
837,10,41154,20932200
838,10,41212,20947300
839,10,41271,20966300
840,10,41330,20984180
841,10,41387,20999260
842,10,41446,21014380
843,10,41504,21029580
844,10,41562,21044660
845,10,41620,21059560
846,10,41678,21074600
847,10,41736,21089860
848,10,41795,21104860
849,10,41852,21120760
850,10,41910,21135700
851,10,41969,21151000
852,10,42027,21167080
853,10,42085,21183560
854,10,42144,21199520
855,10,42202,21215420
856,10,42260,21232080
857,10,42319,21248480
858,10,42378,21265000
859,10,42436,21285740
860,10,42495,21306520
861,10,42553,21326880
862,10,42611,21343040
863,10,42669,21379500
864,10,42728,21394660
865,10,42785,21410060
866,10,42843,21425280
867,10,42902,21440700
868,10,42960,21456440
869,10,43019,21473140
870,10,43077,21488840
871,10,43137,21503620
872,10,43194,21519120
873,10,43253,21534680
874,10,43312,21551260
875,10,43371,21566140
876,10,43429,21581160
877,10,43487,21596160
878,10,43545,21611120
879,10,43604,21625980
880,10,43663,21641060
881,10,43721,21661560
882,10,43780,21677460
883,10,43838,21692500
884,10,43897,21707540
885,10,43955,21722480
886,10,44013,21737900
887,10,44072,21752980
888,10,44130,21767900
889,10,44189,21782820
890,10,44248,21797880
891,10,44307,21813000
892,10,44365,21829340
893,10,44424,21874620
894,10,44482,21890060
895,10,44541,21907180
896,10,44599,21922800
897,10,44657,21938560
898,10,44716,21954060
899,10,44775,21969360
900,10,44833,21985540
901,10,44892,22001380
902,10,44951,22016980
903,10,45010,22032860
904,10,45067,22051380
905,10,45126,22078820
906,10,45184,22094560
907,10,45242,22110220
908,10,45300,22127220
909,10,45360,22157200
910,10,45418,22173360
911,10,45477,22198140
912,10,45534,22214940
913,10,45593,22230060
914,10,45652,22245180
915,10,45711,22260520
916,10,45769,22275540
917,10,45828,22291080
918,10,45887,22306320
919,10,45945,22321660
920,10,46003,22336660
921,10,46061,22351680
922,10,46120,22366760
923,10,46179,22394380
924,10,46237,22409340
925,10,46296,22424600
926,10,46355,22439960
927,10,46414,22454760
928,10,46472,22470240
929,10,46530,22489420
930,10,46589,22504940
931,10,46649,22519800
932,10,46707,22534960
933,10,46766,22550000
934,10,46825,22566640
935,10,46884,22586060
936,10,46943,22601780
937,10,47001,22617120
938,10,47060,22643500
939,10,47118,22671260
940,10,47177,22688560
941,10,47236,22704100
942,10,47295,22720000
943,10,47353,22736160
944,10,47412,22767120
945,10,47471,22785460
946,10,47530,22809840
947,10,47589,22826280
948,10,47648,22841840
949,10,47706,22858980
950,10,47765,22875400
951,10,47824,22890900
952,10,47883,22907600
953,10,47942,22942020
954,10,48001,22959320
955,10,48059,22974760
956,10,48117,22989960
957,10,48176,23004980
958,10,48234,23020580
959,10,48293,23037320
960,10,48352,23053280
961,10,48410,23069460
962,10,48468,23086960
963,10,48526,23102080
964,10,48585,23121060
965,10,48644,23136020
966,10,48702,23151360
967,10,48761,23166180
968,10,48820,23181040
969,10,48879,23196520
970,10,48938,23212020
971,10,48996,23227000
972,10,49055,23242040
973,10,49114,23257260
974,10,49173,23272300
975,10,49232,23287540
976,10,49291,23302460
977,10,49349,23317540
978,10,49408,23335760
979,10,49466,23351280
980,10,49525,23367240
981,10,49584,23383500
982,10,49643,23400080
983,10,49702,23415860
984,10,49760,23489320
985,10,49818,23505820
986,10,49877,23520940
987,10,49936,23536680
988,10,49994,23563600
989,10,50053,23583000
990,10,50112,23623960
991,10,50171,23639680
992,10,50230,23655180
993,10,50289,23684120
994,10,50347,23699140
995,10,50406,23714100
996,10,50464,23729220
997,10,50523,23744540
998,10,50582,23759540
999,10,50640,23774380
1000,10,50699,23789640
