MAZE, WALLS,NODES EXPANDED, RUN TIME
10,10,37,632480
11,10,76,1530960
12,10,109,2371380
13,10,143,2881060
14,10,178,2991320
15,10,210,3090460
16,10,248,4277380
17,10,283,4524320
18,10,317,4568700
19,10,352,4604440
20,10,385,4636620
