MAZE, WALLS, NODES EXPANDED, RUN TIME
10,50,1369,8837560
11,50,2406,9383460
12,50,3560,9993540
13,50,4762,10523460
14,50,5891,11007400
15,50,7055,11586260
16,50,8311,12117620
17,50,9540,12638660
18,50,10506,13018560
19,50,11722,13566620
20,50,12806,14015540
