MAZE, WALLS,NODES EXPANDED, RUN TIME
100,10,27,539800
101,10,57,1441720
102,10,86,1808300
103,10,116,2194780
104,10,144,2657560
105,10,173,3130420
106,10,202,3356000
107,10,229,3443600
108,10,260,3551840
109,10,289,3845140
110,10,319,3901780
111,10,348,3940500
112,10,377,3967720
113,10,408,4013020
114,10,440,4046180
115,10,471,4070540
116,10,500,4092880
117,10,530,4113260
118,10,558,4130400
119,10,588,4161880
120,10,618,4182480
