MAZE, WALLS, NODES EXPANDED, RUN TIME
10,10,42,735480
11,10,82,1825820
12,10,122,2577300
13,10,156,3407920
14,10,200,4054400
15,10,234,4931600
16,10,273,5803980
17,10,310,6041400
18,10,346,6168600
19,10,383,6252720
20,10,417,6313380
